input_company_name,input_main_country,input_main_region,input_main_city,company_name,main_country,main_region,main_city,long_description,main_industry,website_domain,website_url,country_match,region_match,city_match,name_keyword_match,name_count_keyword,description_keyword_match
deko-style v/anja gronne,denmark,central denmark region,aarhus municipality,deko style,denmark,central denmark region,aarhus municipality,"deko style landsdækkende dekoration , vi et team på 20 professionelle dekoratører — mobil 20443514. deko style kan hjælpe dig i hele danmark, men vores hovedkontor ligger i havlitvej 7, 8250 egå. vi har også to lager rundt i danmark, hvor alle vores dekorationer, udstyr og andet ligger. vores to lager kan findes i jylland og på sjælland. deko style er et landsdækkende professionelt, fleksibelt team af dekoratører, som løser såvel små som store opgaver i ind- og udland. vi har håndplukket 20 af danmarks dygtigste selvstændige dekoratører. flertallet af disse har 18 eller flere års erfaring – og fælles for dem er deres engagement kombineret med et sikkert blik og evne til at levere den perfekte løsning. deko style opbygningen med selvstændige dekoratører betyder, at vi kan knytte de rette folk til den enkelte opgave, og at vi geografisk dækker hele danmark. vinduesudstillinger = 70% er facade/blikfang. vi afholder kurser for en eller flere personer, der ønsker indsigt i dekorations verdenen.",graphic design,dekostyle.dk,https://dekostyle.dk/,True,True,True,True,4,True
delfi technologies a/s,denmark,region zealand,køge,delfi technologies,denmark,region zealand,køge,"delfi is specialist in the supply of hardware and software solutions for the retail industry. our focus areas are data capture, barcode equipment, point of sale equipment, support and development of software applications for these business areas. delfi is specialist in the supply of hardware and software for barcode solutions in denmark, sweden, norway, poland, faroe islands, germany and greenland. we assure that our customers receive the highest possible value of the products, by providing professional advice. with our high degree of knowledge we add value to our products through customized software solutions, support and technical services. delfi technologies a / s is a well-established company that was formed in denmark in 1988. today the group consists of two divisions; isp division and breece division. delfi has offices in denmark, sweden, norway, vietnam and the united states. centralized label-design and barcode-printing made easy. get started now! or learn more. drag and drop wysiwyg designer.",software & it services,delfi.com,https://www.delfi.com/en/,True,True,True,True,4,True
dell as,norway,oslo,oslo,dell,norway,oslo,oslo,,,dell.no,http://www.dell.no/?opi=79508299&sa=u&ved=0ahukewiskpfc2kmmaxxbtdabhaxifoiq61gifcgq&usg=aovvaw0kwchocgtwxjknv_ndr-y3,True,True,True,True,2,False
dell corporation (thailand) co ltd,thailand,bangkok,yan nawa district,dellstore thailand,thailand,bangkok,khan na yao,,consumer electronics & appliances,dellstorethailand.com,https://dellstorethailand.com/?v=cb21c4d7dea9,True,True,False,True,4,False
dell products,ireland,,,dell technologies,ireland,munster,limerick,"dell emc unity is one of dell emc's mid-range storage array product lines. it was designed from the ground up as the next-generation midrange unified storage array after the emc vnx and vnxe series, which evolved out of the emc clariion san disk array.",software & it services,delltechnologies.com,https://www.delltechnologies.com/,True,False,False,True,2,True
dell products,ireland,,,dell bank international d.a.c,ireland,leinster,dublin 18,"t/a dell financial services (ireland company number 502362), with registered offices at innovation house, cherrywood science & technology park, cherrywood, dublin 18, ireland is a wholly owned subsidiary of dell inc, the world's leading online computer systems company. dell's global reach and market dominance allows dfs to directly integrate our services with the needs and demands of customers the world over. dell financial services provides leasing services to corporate customers of it products. all refurbished desktop and laptop systems from dfs ship with the operating system that they were originally sold with. shop quality refurbished laptops, desktops, and more from dell refurbished.",consumer electronics & appliances,dellrefurbished.co.uk,https://dellrefurbished.co.uk/,True,False,False,True,2,True
deloitte advokatfirma as,norway,oslo,oslo,deloitte norge,norway,oslo,oslo,"deloitte er et markedsledende selskap som leverer revisjon, advokattjenester, finansiell rådgivning, risikoanalyser og konsulenttjenester. vi etterstreber å hjelpe våre kunder realisere sine ambisjoner, skape en positiv forskjell i samfunnet, og utnytte potensialet i våre ansatte.",accountants & tax services,deloitte.no,http://www.deloitte.no/?opi=79508299&sa=u&ved=0ahukewifwz3v1qumaxvalokehbffe-sq61gifcgq&usg=aovvaw1mrngueudjuiyxhwgqhtp6,True,True,True,True,2,True
deloitte as,norway,oslo,oslo,deloitte norge,norway,oslo,oslo,"deloitte er et markedsledende selskap som leverer revisjon, advokattjenester, finansiell rådgivning, risikoanalyser og konsulenttjenester. vi etterstreber å hjelpe våre kunder realisere sine ambisjoner, skape en positiv forskjell i samfunnet, og utnytte potensialet i våre ansatte.",accountants & tax services,deloitte.no,http://www.deloitte.no/?opi=79508299&sa=u&ved=0ahukewifwz3v1qumaxvalokehbffe-sq61gifcgq&usg=aovvaw1mrngueudjuiyxhwgqhtp6,True,True,True,True,2,True
deloitte consulting (sea) sdn. bhd.,malaysia,kuala lumpur,kuala lumpur,deloitte consulting malaysia sdn bhd.,malaysia,kuala lumpur,kuala lumpur,,business consulting,,,True,True,True,True,2,False
deloitte statsautoriseret revisionspartnerselskab,denmark,,,revisto statsautoriseret revisionspartnerselskab,denmark,central denmark region,horsens,"vi er en lokal revisions- og rådgivningsvirksomhed i horsens. vi løser ikke blot opgaver, men interesserer os også for kundens ve og vel. vores kerneværdier handler om engagement, kvalitet, service, troværdighed og value for money. … læs mere om vores services. revisto tilbyder revisionsservices til virksomheder i bl.a. kreston danmark er et samarbejde mellem ca. 40 uafhængige statsautoriserede revisionsfirmaer. via kreston danmark er vi medlem af kreston international, som er en international sammenslutning af revisionsfirmaer. vi er en lokal revisions- og rådgivningsvirksomhed, som har en målsætning om at yde det optimale for vores kunder. vi forsøger ligeledes, via kendskabet til menneskene bag virksomheden og deres personlige holdninger og målsætninger, at skabe løsninger specifikt tilpasset den enkelte. gennem obligatorisk efteruddannelse sikres det, at vores faglige viden ajourføres, og vi er således godt rustede til at sikre, at vi finder de optimale løsninger på de opgaver, som vi påtager os.",accountants & tax services,revisto.dk,https://revisto.dk/,True,False,False,True,2,False
"delta ejendom, aalborg a/s",denmark,north denmark region,aalborg municipality,aalborg stilladser,denmark,north denmark region,aalborg,"hos aalborg stilladser laver vi alle typer af stilladser til industri, byggeri samt special projekter til events m.v. aalborg stilladser a/s blev etableret den 1. juli 1988, og har i dag servicekontrakter med stort set alle former for industri – nationalt som internationalt.",general contractors & heavy construction,aalborgstilladser.com,https://aalborgstilladser.com/,True,True,False,True,12,True
delta electronics int'l (singapore) pte. ltd.,singapore,central,singapore,delta electronics,singapore,central,singapore,"the delta ups business has more than a decade in designing, manufacturing and marketing upss globally. delta is committed to innovating technically superior products and providing energy efficient solutions for a wide range of home, office, data center and industrial applications. our client base covers world class enterprises in the areas of semiconductors, optoelectronics, food processing, finance, petrochemicals and telecommunications. delta ups solutions include a full line of upss and management software, and we deliver industry-specific solutions worldwide to a broad range of market sectors and industry leaders. delta's ups product portfolio includes one- and three-phase upss as well as online and line-interactive systems. the modulon family's core feature is its modular design and scalability. this permits a modest initial investment in ups systems based on current needs, which lowers the total cost of ownership, maximizes efficiency and makes it easy to grow as demand increases.",electrical & electronic equipment,delta-singapore.com,https://www.delta-singapore.com/en-sg/index,True,True,True,True,4,True
"det norske veritas, business assurance, danmark a/s",denmark,capital region of denmark,gentofte municipality,dansk system assurance a/s.,denmark,capital region of denmark,frederiksberg,"dansk system assurance a/s (dsa) er et forsikringsmæglersselskab på frederiksberg med 25 års erfaring i forsikringsbranchen. vi er eksperter i forsikring af ejendomsforeninger samt advokat- og revisorkontorer. en ejendom er unik, og vi sætter en ære i at give den rigtige, personlige rådgivning om ejendomsforsikringer, og sikre korrekte dækninger til de bedst mulige priser. dsa har siden 1996 fokuseret på at levere kvalitetsydelser inden for forsikringsløsninger for ejer- og andelsboligforeninger, samt udlejningsejendomme. vi er i dag 12 ansatte, som administrerer mere end 1.000 tilfredse andelsbolig- og ejerforeninger samt et stort antal bolig- og erhvervsejendomme. forsikringsselskaberne tilbyder en større eller mindre grunddækning, men typiske standarddækninger er: brand, husejeransvar, restværdi, kortslutning, huslejetab, svamp- og insektskade, anden bygningsskade. forsikringen dækker skader på fastmonteret glas og sanitære installationer fx på badeværelse eller i køkken. entrepriseforsikringen skal købes, inden byggeriet eller ombygningen starter.",insurance,dsa-forsikringsmaeglere.dk,https://dsa-forsikringsmaeglere.dk/,True,True,False,True,16,True
dhl express (singapore) pte. ltd.,singapore,central,singapore,dhl express service point - bag it dhl partner,singapore,central,singapore,"dhl express is the global market leader and specialist in international shipping and courier delivery services. we have over 50 years of experience and a global network, spanning more than 220 countries and territories, with 100,000+ employees. we ensure that your shipments get to their destination securely and as quickly as possible. so walk into our store for a superior shipping experience.","warehousing, logistics & support",,,True,True,True,True,3,True
dial zero (private) limited,pakistan,sindh,orangi,dial zero,pakistan,sindh,karachi division,"whether you are an advertiser looking for better promotion or a learner in search of knowledge, dial zero educates and implements best practices to native clients. we provide expertise and technical support to regional businesses with the objective of driving their growth and delivering results. everything from efficient content and pioneering media solutions to providing the convenience to pay in local currency is now possible.",marketing & advertising agencies,dialzero.pk,https://dialzero.pk/,True,True,False,True,4,True
digi telecommunications sdn bhd,malaysia,,,digi telecommunications,malaysia,selangor,petaling jaya,"digi telecommunications or digi.com berhad (d.b.a. digi; myx: 6947), is a mobile service provider in malaysia. its largest shareholder was telenor asa of norway with 49%. on 24 may 1995, digi became the first telco in malaysia to launch and operate a fully digital cellular network. they were also the first to offer gprs (2.5g) and later edge (2.75g) in malaysia on 14 may 2004. digi primarily uses the 1800 mhz band for gsm with the network code of 502-16.",telecommunication services,celcomdigi.com,https://www.celcomdigi.com/,True,False,False,True,3,True
digi telecommunications sdn. bhd.,malaysia,selangor,petaling jaya,digi telecommunications,malaysia,selangor,petaling jaya,"digi telecommunications or digi.com berhad (d.b.a. digi; myx: 6947), is a mobile service provider in malaysia. its largest shareholder was telenor asa of norway with 49%. on 24 may 1995, digi became the first telco in malaysia to launch and operate a fully digital cellular network. they were also the first to offer gprs (2.5g) and later edge (2.75g) in malaysia on 14 may 2004. digi primarily uses the 1800 mhz band for gsm with the network code of 502-16.",telecommunication services,celcomdigi.com,https://www.celcomdigi.com/,True,True,True,True,3,True
dk hostmaster a/s,denmark,north denmark region,aalborg municipality,anders lassen fonden,denmark,north denmark region,aalborg municipality,"siblings: frants axel lassen, 1922 and bente lassen, 1931. a family visit awakened anders' interest im archery. operation postmaster as well as barricade and basalt. anders lassen fonden er en almennyttig fond, har navn efter en af danmarks højst dekorerede soldater i allieret tjeneste, anders lassen, military cross med 2 bars, samt victoriakorset, der blev tildelt efter hans død natten mellem 8. og 9. april 1945.",ngos,anderslassenfonden.dk,https://www.anderslassenfonden.dk/,True,True,True,True,11,True
dma research a/s,denmark,capital region of denmark,copenhagen,privacywallet,denmark,capital region of denmark,copenhagen,"the intention is to display ads that are relevant and engaging for the individual user and thereby more valuable for publishers and third party advertisers. it's free, download privacywallet today. privacywallet lists the companies that might store your data and sorts them by sector, giving you a level of insight that was previously impossible. privacywallet is free.",software & it services,privacywallet.app,https://privacywallet.app/,True,True,True,True,5,True
dna oyj,finland,,,dna tester,finland,,,"ilmainen ja nopea toimitus ja tulokset viikossa*. turvalliset ja luotettavat dna-analyysit. laboratoriomme ddc , dna diagnostics center , on yhdysvaltojen luotetuin ja tekee yli miljoona dna-analyysiä vuodessa. luotettavuus on taattu, sillä laboratorio on akkreditoitu ja laatuvarmistettu. tilaa ennen klo 12 ja lähetämme testipakkauksen meiltä samana päivänä. global dna testing inc, on toimittanut yli 30 000 dna-testiä tyytyväisille asiakkaille vuodesta 2005. global dna testing inc, on myynyt dna-testejä pohjoismaisille asiakkaille vuodesta 2005.",hospitals & clinics,dnatester.fi,https://dnatester.fi/,True,False,False,True,2,True
dna oyj,finland,,,dna,finland,uusimaa,helsinki,"dna plc (natively ) is a finnish telecommunications company. it was founded in 2000, and refounded in 2007 after a merger. dna offers cellular phone services, fttx, adsl, terrestrial television (dvb-t/dvb-t2), cable television (dvb-c) and regular (landline) telephone service.",telecommunication services,dna.fi,https://www.dna.fi/,True,False,False,True,2,True
dna oyj,finland,,,dna toimihenkilöt pro ry,finland,,,dna toimihenkilöt pro ry on valtakunnallinen ammattiliitto pron ict-alan jäsenyhdistys.,ngos,dnatoimihenkilot.fi,https://www.dnatoimihenkilot.fi/,True,False,False,True,2,True
dnb bank karl johan,norway,oslo,oslo,dnb bank,norway,oslo,oslo,personal advisory services for you to get control of your finances and consolidate your debt. let's think of saving money. we help businesses and customers achieve more. get the latest financial news updates from experts around thoe world. get business loan to help you grow your business and achieve your dreams. get a personalize card that is uniquely contructed for your needs. committed to helping you meet all your banking needs. experience a new digital world.,banks & financial services,dnbconnect.org,https://dnbconnect.org/,True,True,True,True,3,True
draka norsk kabel as,norway,viken,drammen,antras,norway,viken,drammen,"antras anleggstransport as er et selskap som leverer logistikkløsninger, pukkvarer og deponitjenester til anleggsbransjen. vårt mål er å være den fortrukne leverandør til våre kunder.",freight transport,antras.no,http://antras.no/,True,True,True,True,2,True
dtac trinet co ltd,thailand,bangkok,bangkok,dtac-trinet,thailand,chiang mai province,saraphi district,,,,,True,False,False,True,2,False
dubex a/s,denmark,capital region of denmark,gladsaxe municipality,dubex,denmark,capital region of denmark,gladsaxe municipality,"since 1997 we have helped companies and public institutions manage risk, adapt to change, and grow more flexibly. with deep industry and technical expertise, a comprehensive product portfolio and a proven track record, dubex is the ideal partner for it teams who want to contribute to their company's success. managing risk, enabling growth.",software & it services,dubex.dk,http://www.dubex.dk/,True,True,True,True,2,True
eastcompeace (singapore) pte. ltd.,singapore,central,singapore,eastcompeace singapore pte ltd.,singapore,central,singapore,,software & it services,,,True,True,True,True,2,False
eastcompeace smart card (bangladesh) limited,bangladesh,,,eastcompeace smart card bangladesh limited.,bangladesh,dhaka division,dhaka,,telecommunication services,,,True,False,False,True,4,False
"eastcompeace technology co.,ltd",china,guangdong province,zhuhai,eastcompeace,china,guangdong province,zhuhai,"with our products and solutions, we are giving people full control of their digital lives at the fingertips. china and singapore, india, bangladesh, russia subsidiaries. eastcompeace owns a self-developed and high-quality financial product platform that can develop customized demands for customers on the basis of standard financial. eastcompeace products are developed to offer consumers the reliability they need, at the same time, we are also adapting to future consumer needs with next generation. whether the requirement is for banking or retail, contact or contactless,. international digital security product supplier and service provider. eastcompeace smart card (bangladesh) ltd. established in dhaka. eastcompeace certified by mastercard worldwide as approved vendor. eastcompeace certified by gsm association security accreditation scheme (sas).",banks & financial services,eastcompeace.com,https://www.eastcompeace.com/,True,True,True,True,2,True
ecapacity a/s,denmark,capital region of denmark,copenhagen,ecapacity,denmark,capital region of denmark,copenhagen,"in danishvaltech_ecapacity is a specialist unit in the global agency valtech. we help some of the biggest companies and brands within finance, telco, retail, media, brands and industry realise their ambitious digital growth plans. we are a specialised in digital transformation consulting and in creating data driven insights that drive change for our clients.",marketing & advertising agencies,ecapacity.com,https://ecapacity.com/,True,True,True,True,6,True
eci media management ab,sweden,stockholm county,stockholm,eci media management,sweden,stockholm county,stockholm,"eci: higher media value
technology is transforming the media landscape at an unprecedented pace. but in the right hands, change can be a force for good. eci, the market's fastest growing global media management company, leverages these changes to help you drive higher media value from your advertising investment. a modern, forensic approach
ever since our formation we have championed a modern approach to media and financial auditing. as pioneers in the field of digital auditing, we include sophisticated analysis of programmatic activity in our audit model, and we pride ourselves on a forensic, fact-based approach which harnesses the power of our world-class talent and proprietary technology. along with our innovative benchmarking capabilities, we are confident in our ability to empower our clients to drive higher media value and media-led impact on business performance. cutting-edge services
capitalizing on today's dynamic, fast-paced media landscape to drive higher media value requires data-driven decision-making, global experience and a deep understanding of the latest technologies. at eci we are proud to be able to offer these and so much more, including tv auditing, financial compliance auditing, pitch management, kpi setting and management and contract consultancy. global experience, local expertise
we are proud of our client portfolio, which contains some of the world's largest and leading advertisers. our network of owned offices and leading affiliates supports them where they need us, across the americas, europe and asia pacific. we offer them high-level media intelligence and rigorous benchmarking and, ultimately, the insight, experience and savvy to ensure that their advertising investment and agency relationships drive higher media value.",marketing & advertising agencies,ecimediamanagement.com,https://ecimediamanagement.com/,True,True,True,True,6,True
edotco group sdn. bhd.,malaysia,kuala lumpur,kuala lumpur,edotco bangladesh co. ltd.,malaysia,kuala lumpur,kuala lumpur,"edotco is a company of axiata group and it provides network infrastructure solutions. currently edotco has over 10,000 towers and managed sites in bangladesh.",telecommunication services,,,True,True,True,True,1,True
edotco towers pakistan (private) limited,pakistan,,,pharma consultant pakistan,pakistan,punjab,lahore,"it's our business to develop yours. the best business consulting firm you can count on. pharma consultant pakistan (pcp) private limited brings over 20 years of lucrative experience worldwide in consultancy industry. our global portfolio includes demonstrated expertise in scientific, regulatory & operational fields while designing solutions for consultancy evolving healthcare landscape; offering regulatory solutions to drugs, biologicals, nutraceutical products, cosmetics, medical device & diagnostic kit. we have 35+ years of experience. we offer marketing and consulting services. we offer regulatory consultancy for certain business. we help our clients renew their business. how consultancy experts work? . what is the best advice for growth. think ahead and boost your business. we appreciate the standard of excellence services provided to us by the company. new drugs, api, bulk drugs, test licenses, be noc, etc. for importers, manufacturers and traders. we are open in provision of establishing pharmaceutical factories from site approval to manufacturing license, authorization, legalization & registration of relevant products and products including new drugs, api, biological, nutraceutical, herbal, medical devices, cosmetics, etc. through drap.",business consulting,pharmaconsultantpakistan.com,https://pharmaconsultantpakistan.com/,True,False,False,True,2,True
egencia denmark a/s,denmark,capital region of denmark,elsinore,payment services,denmark,capital region of denmark,copenhagen,"med en nem opkrævning af regninger, øges antallet af rettidige betalinger og din virksomhed styrker kundeloyaliteten over for kunderne. betalingsservice sender din virksomheds opkrævninger og kundeinformation – automatisk og direkte fra din virksomheds økonomisystem. optimer kundeservice med 0,34 færre kald pr. kunde pr. år. læs mere om betalingsservice. betalingsservice web: især for mindre virksomheder og foreninger. betalingsservice web er en portal, hvor din virksomhed løbende kan indtaste og ændre betalingsdata for opkrævning af regninger hos dine kunder. tilmeld dig her og hold dig orienteret om betalingsservice, leverandørservice, overførselsservice og andre tilknyttede services. læs mere om betalingslink. betalingsservice er til periodisk tilbagevendende betalinger i forholdet mellem kunde og virksomhed, organisation eller forening.",banks & financial services,betalingsservice.dk,https://www.betalingsservice.dk/erhverv,True,True,False,True,6,True
egencia llc,united states,florida,,egencia new zealand,united states,illinois,chicago,"egencia is always working to deliver travellers, travel managers, and travel arrangers unrivalled choice, value, and experience, with the powerful backing of amex gbt. our platform can be optimised for all types of users, in companies big or small. we originated in the labs of global tech giants and now we are part of the world's most valuable b2b travel solution. our ai delivers custom user experiences that add value to your company's travel programme. we lead the industry with over 290 global airlines and 650,000 lodging partners. the unique content from amex gbt egencia provides unrivalled choice and value for air, hotel, car and rail. our platform and services are consistently rated above 95% satisfaction by customers. we provide services to more than 2 million travellers in over 60 countries. amex gbt egencia proudly supports over 9,000 companies of all sizes around the world. our technology provides the smartest, quickest shopping experience to give the best routes and rates based on user preferences.",travel agencies,egencia.co.nz,https://www.egencia.co.nz/,True,False,False,True,2,True
egencia norway as,norway,oslo,oslo,egencia,norway,innlandet,gjøvik,"vår kunstige intelligens gir skreddersydde brukeropplevelser som skaper økt verdi for bedriftens forretningsreiseprogram. vi er ledende i bransjen, med over 290 globale flyselskaper og 650 000 overnattingssteder. vi gir forretningsreisende mest for pengene med tilgang til spesialpriser på flybilletter. amex gbt egencias unike innhold sørger for enestående valgmuligheter og valuta for pengene på bestilling av fly, hotell, bil og tog. vår plattform og våre tjenester får konsekvent en rangering på over 95 % for kundetilfredshet. vi tilbyr våre tjenester til over 2 millioner reisende i over 60 land. vår teknologi tilbyr den smarteste og raskeste bestillingsopplevelsen for å tilby de beste rutene og prisene basert på brukernes preferanser. amex gbt egencia hjelper deg med å holde kontakten 14 millioner forretningsreiser ble utført med amex gbt egencia i fjor. reisebransjen er i endring, men bedrifter må fremdeles ta strategiske beslutninger basert på kostnader og avkastning. få innsikt, identifiser besparelser og optimaliser reiseutgifter i nuet med amex gbt egencia analytics studio.",travel agencies,egencia.no,http://egencia.no/,True,False,False,True,2,True
egeneration limited,bangladesh,dhaka division,dhaka,egeneration,bangladesh,dhaka division,dhaka,"egeneration plc is the first it consulting and software solutions company in bangladesh listed in the dhaka stock exchange and chattogram stock exchangee
generation has been working diligently to provide leading innovative solutions, having highest number of clients in the banking and financial sector, egovernance and manufacturing. to achieve that, egeneration has been developing expert skills in cutting-edge technologies including ai and machine learning, nlp, data analytics, blockchain and cyber security. egeneration is the only bangladeshi company to be lsp (licensing solution partner) of microsoft right now. it is also one of the premium licensing and implementation partners of sap, oracle, barracuda, vmware, cisco, kaspersky among others.egeneration provides the right solutions with the balance of right people and right technology through partnership with leading domain experts, pool of industry experts and academia collaboration. what we do:egeneration provides end-to-end technology solutions for focus industries – financial (banks and nbf
is), manufacturing and public sector – encompassing:- system integration of top technology solutions through partnership with global experts e.g. microsoft, sap, oracle, temenos, vmware, cisco - digital transformation by building digital platforms using emerging technologies like blockchain, natural language processing, artificial intelligence, machine learning, and advanced analytics - implementation of cybersecurity solutions to ensure secured environment awards:- egeneration was awarded ""south asian business excellence awards 2017"" in ""best employer brand award category"" by world hrd congress & asian confederation and ""best use of it"" award in 2010 from ict minister- gemsclip.com, one of the sister concerns of egeneration ltd., won ""start-up company of the year"" award from the 'south asian business excellence award 2017",software & it services,egeneration.co,https://egeneration.co/,True,True,True,True,2,True
elgiganten grossist a/s,denmark,capital region of denmark,glostrup,freetrailer trailerudlejning elgiganten glostrup,denmark,capital region of denmark,glostrup,"du er velkommen til at låne en gratis trailer hos vores samarbejdspartner elgiganten glostrup uden at det koster dig en krone. traileren kan lånes gratis ved gå direkte ned i butikken og afhente en trailer og returnere den indenfor den givne gratis lejeperiode. hvis du vil undgå at gå forgæves, anbefaler vi at booke traileren online eller via vores app for 29 kr. alt håndteres nemt via freetrailers gratis app, der gør det muligt at reservere, downloade, afhente og returnere vores trailer direkte på mobilen! ingen kø, papirer eller nøgler - nemt.",automobile dealers & manufacturers,,,True,True,True,True,5,True
eltek as,norway,viken,drammen,eltek,norway,viken,drammen,"eltek is a brand of electric power conversion products for telecommunications and industrial applications, marketed as part of delta electronics. the products are developed and sold by delta electronics (norway) as, which is based in drammen, norway. as of 2018, eltek had approximately 2000 employees, with offices in 40 countries.",electrical & electronic equipment,eltek.com,https://www.eltek.com/,True,True,True,True,2,True
eltel networks connect a/s,denmark,capital region of denmark,herlev,eltel networks,denmark,capital region of denmark,herlev,"eltel develops, installs and maintains infrastructure networks for electricity and telecommunication sectors.",telecommunication services,eltelgroup.com,https://www.eltelgroup.com/,True,True,True,True,4,True
energi hobro tele a/s,denmark,central denmark region,silkeborg,eniig energi naturgas,denmark,central denmark region,silkeborg,"med grønne og digitale tjenester inden for energi, internet og tv forbinder vi mennesker med mennesker, og mennesker med verden. vi skaber bedre muligheder for den enkelte og kæmper for den grønne omstilling og et mere digitalt danmark. i norlys fokuserer vi på andelshavernes interesser i at skabe et grønt og digitalt danmark. arbejder vi for at sikre høj forsyningssikkerhed i elnettet, samtidig med at vi fastholder lave nettariffer. investerer vi i at vedligeholde og udvikle vores infrastruktur, så den er klar til fremtidens krav og kan spille en aktiv rolle i den grønne omstilling og digitaliseringen. investerer vi massivt i vedvarende energiproduktion gennem vores medejerskab i eurowind energy. bliv flyvende med lynhurtigt fiberinternet fra stofa fiber. med fiber får du fuld fart på streaming og gaming. stofa leverer fiber på en lang række adresser – se, om din er én af dem.",telecommunication services,eniig.com,https://www.eniig.com/,True,True,True,True,4,True
energy cool aps,denmark,region of southern denmark,fredericia municipality,energy cool,denmark,region of southern denmark,fredericia municipality,"energy cool produces the world's most energy-economical and environmentally friendly modular solutions for technical sites. our products are modular, and capacity expansion is therefore quick and easily achieved. energy cool's refrigerated products are based on displacement theory. cabin flex is a modular system, designed for long life. the advantages of the modular structure are that they can be adapted to the customers' needs, can be expanded over time and also only require a minimum of maintenance.",renewable energy,energy-cool.com,https://energy-cool.com/,True,True,True,True,4,True
enetek power spolka z ograniczona odpowiedzialnoscia,poland,holy cross voivodeship,dobra,spółka ologroup spółka z ograniczoną odpowiedzialnością,poland,holy cross voivodeship,kielce,"specjalizujemy się w obsłudze dużych i małych projektów inwestycyjnych. w kooperacji z naszymi partnerami handlowymi jesteśmy w stanie zrealizować wszelkie potrzeby handlowe naszych klientów w zakresie zaopatrzenie we wszystkie wyroby przemysłu wodno kanalizacyjnego(wod-kan) dla domu i przemysłu, dostarczamy na zamówienie produkty renomowanych firm światowych i europejskich. świadczymy kompleksowe usługi w zakresie produkcji i montażu konstrukcji stalowych dla potrzeb budownictwa i innych branż.",finishing contractors,ologroup.pl,https://ologroup.pl/,True,True,False,True,3,True
enreach campaigns a/s,denmark,capital region of denmark,gladsaxe municipality,campaigns,denmark,capital region of denmark,copenhagen,"campaigns er en kampagneplatform, som gør det nemt at skræddersy forskellige kampagnertyper, så de passer til netop din virksomheds behov. målet med campaigns er at skabe opmærksomhed om dit brand og derigennem aktivere dine kunder. samtidigt giver kampagnesystemet dig mulighed for at indsamle nye salgs-leads som kan skabe vækst i din forretning. alle kampagnetyper er bygget på vores gennemtestede campaigns-platform, som rummer alle de funktioner, du har brug for, for at afvikle din kampagne så let som muligt.",marketing & advertising agencies,campaigns.dk,http://www.campaigns.dk/,True,True,False,True,8,True
ericsson (malaysia) sdn. bhd.,malaysia,selangor,petaling jaya,ericsson telecommunications sdn. bhd.,malaysia,selangor,shah alam,,telecommunication services,,,True,True,False,True,1,False
ericsson (malaysia) sdn. bhd.,malaysia,selangor,petaling jaya,ericsson,malaysia,selangor,puchong,,telecommunication services,,,True,True,False,True,1,False
ericsson (malaysia) sdn. bhd.,malaysia,selangor,petaling jaya,ericsson expertise center sdn bhd.,malaysia,selangor,shah alam,,"rental, repair & maintenance",,,True,True,False,True,1,False
ericsson (thailand) limited,thailand,bangkok,chatuchak,ericsson thailand ltd.,thailand,bangkok,chatuchak,,telecommunication services,,,True,True,True,True,2,False
ericsson ab,sweden,,,ericsson,sweden,stockholm county,stockholms kommun,"ericsson, ericsson, . nasdaq eric omx eric b merupakan sebuah perusahaan, investors financial reports 2013 annual13 sites default files. iac jd com microsoft nhn netease rakuten salesforce com, hynix sony stmicroelectronics texas instruments toshiba. ensiklopedia dunia yang didirikan tahun 1876 kategori tersembunyi halaman ericsson.. ensiklopedia dunia.",blogs & publications,ericsson.web.id,https://ericsson.web.id/,True,False,False,True,2,True
ericsson ab,sweden,,,ericsson,sweden,stockholm county,stockholm,"telefonaktiebolaget lm ericsson (lit. 'telephone stock company of lm ericsson'), commonly known as ericsson, is a swedish multinational networking and telecommunications company headquartered in stockholm, sweden. the company sells infrastructure, software, and services in information and communications technology for telecommunications service providers and enterprises, including, among others, 3g, 4g, and 5g equipment, and internet protocol (ip) and optical transport systems. the company employs around 100,000 people and operates in more than 180 countries. ericsson has over 57,000 granted patents. ericsson has been a major contributor to the development of the telecommunications industry and is one of the leaders in 5g.",telecommunication services,ericsson.com,https://www.ericsson.com/en,True,False,False,True,2,True
ericsson as,norway,viken,bærum,ericsson & gehrken,norway,viken,drammen,begge har deltatt på en rekke utstillinger og arbeider henholdsvis i oslo og drammen.,other durable products,ericssongehrken.com,https://ericssongehrken.com/,True,True,False,True,2,False
ericsson as,norway,viken,bærum,ericsson transport & logistikk as,norway,viken,jessheim,,freight transport,,,True,True,False,True,2,False
ericsson danmark a/s,denmark,capital region of denmark,copenhagen,ericsson,denmark,capital region of denmark,taastrup,,software & it services,,,True,True,False,True,3,False
ernst & young llp,singapore,central,singapore,ernst engineering pte. ltd.,singapore,southwest,,,general contractors & heavy construction,,,True,False,False,True,1,False
erp denmark aps,denmark,region of southern denmark,nyborg,batteriindsamling erp denmark aps.,denmark,region of southern denmark,nyborg,"nu har i muligheden for at sætte bæredygtighed og genanvendelse på skoleskemaet og vinde en koncert for hele skolen med nogle af danmarks populæreste youtube’ere, mika & tobias.",engineering services,erp-recycling.dk,http://erp-recycling.dk/?opi=79508299&sa=u&ved=0ahukewjzgjouh7gmaxwcklkfhzlzl3qq61gieigp&usg=aovvaw0ppz0r6ubxnllr0sje3krs,True,True,True,True,3,False
